locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
PSPTO_RS05640,PSPTO_RS05640,PSPTO1071%2CPSPTO_1071,1170626,1171576,-,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0N0FK21
PSPTO_RS05645,PSPTO_RS05645,PSPTO1072%2CPSPTO_1072,1171573,1172676,-,DegT/DnrJ/EryC1/StrS family aminotransferase,Amino acid transport and metabolism,A0A0N8T7N0
PSPTO_RS05650,PSPTO_RS05650,PSPTO1073%2CPSPTO_1073,1172691,1174568,-,glycosyltransferase family 39 protein,Function unknown,UPI0002F17B22
PSPTO_RS05655,PSPTO_RS05655,PSPTO1074%2CPSPTO_1074,1174632,1179317,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,Q888F2
PSPTO_RS05660,PSPTO_RS05660,PSPTO1075%2CPSPTO_1075,1179310,1180674,-,ABC transporter ATP-binding protein,Carbohydrate transport and metabolism,A0A0Q0DHR1
PSPTO_RS05665,PSPTO_RS05665,PSPTO1076%2CPSPTO_1076,1180664,1181491,-,ABC transporter permease,Carbohydrate transport and metabolism,A0A099SVU9
PSPTO_RS05670,rfbC,PSPTO1077%2CPSPTO_1077,1181491,1182036,-,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Cell wall/membrane/envelope biogenesis,A0A0N0WCD8
PSPTO_RS05675,PSPTO_RS05675,PSPTO1078%2CPSPTO_1078,1182707,1183636,-,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0P9UG44
PSPTO_RS05680,rfbA,PSPTO1079%2CPSPTO_1079,1183678,1184568,-,glucose-1-phosphate thymidylyltransferase RfbA,Coenzyme transport and metabolism,A0A0Q0BS17
PSPTO_RS05685,rfbD,PSPTO1080%2CPSPTO_1080,1184565,1185470,-,dTDP-4-dehydrorhamnose reductase,Cell wall/membrane/envelope biogenesis,A0A099SUU1
PSPTO_RS05690,rfbB,PSPTO1081%2CPSPTO_1081,1185470,1186543,-,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,A0A0N0X209
PSPTO_RS05695,PSPTO_RS05695,PSPTO1082%2CPSPTO_1082,1187114,1187332,+,AlpA family phage regulatory protein,No COG annotation,A0A0P9P4F3
PSPTO_RS05700,PSPTO_RS05700,,1188088,1188378,-,hypothetical protein,No COG annotation,UPI00070E908E
PSPTO_RS05705,PSPTO_RS05705,PSPTO1083%2CPSPTO_1083,1188596,1188997,-,peptidase S24,Transcription,Q888E3
PSPTO_RS05710,PSPTO_RS05710,,1189004,1189246,+,hypothetical protein,No COG annotation,UPI0003173AF5
PSPTO_RS05715,PSPTO_RS05715,,1189314,1189535,-,tyrosine-type recombinase/integrase,"Replication, recombination and repair",
PSPTO_RS05720,PSPTO_RS05720,PSPTO1084%2CPSPTO_1084,1190000,1190968,-,tyrosine-type recombinase/integrase,"Replication, recombination and repair",A0A0N8T7M8
PSPTO_RS05725,PSPTO_RS05725,PSPTO1085%2CPSPTO_1085,1190965,1191342,-,DUF2513 domain-containing protein,Function unknown,A0A0Q0CUC1
PSPTO_RS05730,PSPTO_RS05730,PSPTO1086%2CPSPTO_1086,1191539,1193269,+,SAM-dependent DNA methyltransferase,Defense mechanisms,A0A0Q0BQL7
PSPTO_RS05735,PSPTO_RS05735,PSPTO1087%2CPSPTO_1087,1193259,1194527,+,restriction endonuclease subunit S,Defense mechanisms,Q888D9
PSPTO_RS05740,PSPTO_RS05740,PSPTO1088%2CPSPTO_1088,1194524,1195576,+,DUF1016 family protein,"Replication, recombination and repair",A0A0Q0FA32
PSPTO_RS05745,PSPTO_RS05745,PSPTO1089%2CPSPTO_1089,1195573,1198695,+,type I restriction endonuclease subunit R,"Replication, recombination and repair",A0A0Q0BS23
PSPTO_RS05750,PSPTO_RS05750,PSPTO1090%2CPSPTO_1090,1198881,1199858,-,DUF4868 domain-containing protein,Function unknown,A0A0Q0BQH7
PSPTO_RS05755,PSPTO_RS05755,PSPTO1091%2CPSPTO_1091,1199858,1200130,-,hypothetical protein,No COG annotation,UPI0013964180
PSPTO_RS05760,PSPTO_RS05760,PSPTO1092%2CPSPTO_1092,1201192,1201506,+,ribbon-helix-helix protein%2C CopG family,No COG annotation,A0A0Q0CUB6
PSPTO_RS05765,PSPTO_RS05765,PSPTO1093%2CPSPTO_1093,1201509,1203926,+,relaxase/mobilization nuclease domain-containing protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0Q0CUC4
PSPTO_RS05770,PSPTO_RS05770,PSPTO1094%2CPSPTO_1094,1203937,1204314,+,hypothetical protein,No COG annotation,Q888D2
PSPTO_RS05775,PSPTO_RS05775,,1204320,1204904,-,hypothetical protein,No COG annotation,UPI000708B8E8
PSPTO_RS05780,PSPTO_RS05780,PSPTO1095%2CPSPTO_1095,1205057,1206079,+,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7
PSPTO_RS05785,PSPTO_RS05785,PSPTO1096%2CPSPTO_1096,1206076,1206885,+,AAA family ATPase,"Replication, recombination and repair",A0A099SW04
PSPTO_RS05790,PSPTO_RS05790,PSPTO1097%2CPSPTO_1097,1207138,1209657,+,DotA/TraY family protein,Amino acid transport and metabolism,UPI0013965CDA
PSPTO_RS05795,PSPTO_RS05795,,1209672,1210154,+,Yae1 family protein,No COG annotation,A0A0Q0EUI2
PSPTO_RS05800,PSPTO_RS05800,,1210340,1210948,+,hypothetical protein,No COG annotation,A0A0N8T5F3
PSPTO_RS05805,PSPTO_RS05805,PSPTO1098%2CPSPTO_1098,1211249,1212802,-,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180
PSPTO_RS05810,tnpB,PSPTO1099%2CPSPTO_1099,1212820,1213176,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313
PSPTO_RS05815,PSPTO_RS05815,,1213651,1214499,-,hypothetical protein,No COG annotation,A0A0N8T3J9
PSPTO_RS05820,PSPTO_RS05820,PSPTO1100%2CPSPTO_1100,1214486,1215673,-,tyrosine-type recombinase/integrase,"Replication, recombination and repair",A0A0N8T3J8
PSPTO_RS05825,ychF,PSPTO1101%2CPSPTO_1101,1215889,1216989,-,redox-regulated ATPase YchF,"Translation, ribosomal structure and biogenesis",A0A099SY41
PSPTO_RS05830,pth,PSPTO1102%2CPSPTO_1102,1217011,1217595,-,aminoacyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",A0A0Q0HAL6
PSPTO_RS05835,PSPTO_RS05835,PSPTO1103%2CPSPTO_1103,1217760,1218371,-,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",A0A0Q0EHD1
PSPTO_RS05840,PSPTO_RS05840,PSPTO1104%2CPSPTO_1104,1218509,1219450,-,ribose-phosphate pyrophosphokinase,Nucleotide transport and metabolism,A0A077LI63
PSPTO_RS05850,ispE,PSPTO1105%2CPSPTO_1105,1219609,1220457,-,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Nucleotide transport and metabolism,F3IM16
PSPTO_RS05855,lolB,PSPTO1106%2CPSPTO_1106,1220460,1221077,-,lipoprotein localization protein LolB,Cell wall/membrane/envelope biogenesis,A0A0Q0CLE1
PSPTO_RS05860,PSPTO_RS05860,PSPTO1107%2CPSPTO_1107,1221082,1222809,-,tetratricopeptide repeat protein,Function unknown,Q888C3
PSPTO_RS05865,PSPTO_RS05865,PSPTO1108%2CPSPTO_1108,1223036,1224313,+,glutamyl-tRNA reductase,Coenzyme transport and metabolism,A0A099SV09
PSPTO_RS05870,prfA,PSPTO1109%2CPSPTO_1109,1224310,1225392,+,peptide chain release factor 1,"Translation, ribosomal structure and biogenesis",Q888C1
PSPTO_RS05875,prmC,PSPTO1110%2CPSPTO_1110,1225393,1226226,+,peptide chain release factor N(5)-glutamine methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0Q0B151
PSPTO_RS05880,PSPTO_RS05880,PSPTO1111%2CPSPTO_1111,1226220,1226990,+,molybdopterin-synthase adenylyltransferase MoeB,Coenzyme transport and metabolism,UPI00030FD4D7
PSPTO_RS05885,PSPTO_RS05885,PSPTO1112%2CPSPTO_1112,1226983,1227810,+,glutamate racemase,Cell wall/membrane/envelope biogenesis,A0A0N0WD00
PSPTO_RS05890,PSPTO_RS05890,PSPTO_5636,1228041,1228448,+,acyloxyacyl hydrolase,Cell wall/membrane/envelope biogenesis,A0A0N8RWI3
PSPTO_RS05895,PSPTO_RS05895,PSPTO1114%2CPSPTO_1114,1228770,1229069,-,YkgJ family cysteine cluster protein,Function unknown,UPI000A3096D0
PSPTO_RS05900,PSPTO_RS05900,PSPTO1115%2CPSPTO_1115,1229099,1229602,-,DUF2878 domain-containing protein,Function unknown,A0A0N0FYZ0
PSPTO_RS05905,PSPTO_RS05905,PSPTO1116%2CPSPTO_1116,1229595,1230863,-,class I SAM-dependent methyltransferase,Cell wall/membrane/envelope biogenesis,Q888B4
PSPTO_RS05910,PSPTO_RS05910,PSPTO1117%2CPSPTO_1117,1230850,1231650,-,DUF1365 domain-containing protein,Function unknown,A0A099SVT8
PSPTO_RS05915,PSPTO_RS05915,PSPTO1118%2CPSPTO_1118,1231647,1232894,-,FAD-dependent oxidoreductase,Function unknown,A0A0N0WTJ7
PSPTO_RS05920,PSPTO_RS05920,PSPTO1119%2CPSPTO_1119,1232891,1233679,-,SDR family NAD(P)-dependent oxidoreductase,Function unknown,A0A0N1JGV3
PSPTO_RS05925,PSPTO_RS05925,PSPTO1120%2CPSPTO_1120,1233676,1234098,-,nuclear transport factor 2 family protein,Function unknown,A0A0N0WTS8
PSPTO_RS05930,phrB,PSPTO1121%2CPSPTO_1121,1234091,1235539,-,deoxyribodipyrimidine photo-lyase,"Replication, recombination and repair",A0A0N0WSV5
PSPTO_RS05935,PSPTO_RS05935,PSPTO1122%2CPSPTO_1122,1235549,1236457,-,MerR family transcriptional regulator,Transcription,A0A0N0WSP7
PSPTO_RS05940,PSPTO_RS05940,PSPTO1123%2CPSPTO_1123,1236463,1237419,-,DUF1722 domain-containing protein,Function unknown,A0A2V4P2R3
PSPTO_RS05945,PSPTO_RS05945,PSPTO1125%2CPSPTO_1125,1237715,1237930,-,TIGR02450 family Trp-rich protein,Function unknown,A0A0N0WRY5
PSPTO_RS05950,PSPTO_RS05950,PSPTO1126%2CPSPTO_1126,1237927,1238913,-,NAD(P)/FAD-dependent oxidoreductase,Coenzyme transport and metabolism,A0A099SXH7
PSPTO_RS05955,PSPTO_RS05955,PSPTO1127%2CPSPTO_1127,1239201,1240103,+,TIGR01777 family protein,Function unknown,A0A0Q0DFN3
PSPTO_RS05960,hemH,PSPTO1128%2CPSPTO_1128,1240127,1241149,+,ferrochelatase,Coenzyme transport and metabolism,A0A0N0FK87
PSPTO_RS05965,PSPTO_RS05965,PSPTO1129%2CPSPTO_1129,1241259,1242536,-,uracil-xanthine permease,Nucleotide transport and metabolism,A0A099SY23
PSPTO_RS05970,upp,PSPTO1130%2CPSPTO_1130,1242541,1243179,-,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0N0FXP3
PSPTO_RS05975,PSPTO_RS05975,PSPTO1131%2CPSPTO_1131,1243387,1243944,+,hypoxanthine-guanine phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0N0WR74
PSPTO_RS05980,PSPTO_RS05980,PSPTO1132%2CPSPTO_1132,1244010,1244504,+,hypothetical protein,No COG annotation,A0A0N0WBY3
PSPTO_RS05985,PSPTO_RS05985,PSPTO_5634,1244571,1244858,+,PA4642 family protein,Function unknown,A0A099SVS7
PSPTO_RS05990,PSPTO_RS05990,PSPTO1133%2CPSPTO_1133,1245042,1245875,-,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A099SY19
PSPTO_RS05995,PSPTO_RS05995,PSPTO1134%2CPSPTO_1134,1245872,1246693,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A099SUZ2
PSPTO_RS06000,PSPTO_RS06000,PSPTO1135%2CPSPTO_1135,1246804,1247700,+,homocysteine S-methyltransferase family protein,Coenzyme transport and metabolism,A0A4P6QNT2
PSPTO_RS06005,mqo,PSPTO1136%2CPSPTO_1136,1247783,1249291,-,malate dehydrogenase (quinone),Energy production and conversion,A0A0P9P263
PSPTO_RS06010,PSPTO_RS06010,,1250011,1250244,-,hypothetical protein,No COG annotation,A0A0N0FXQ2
PSPTO_RS06015,PSPTO_RS06015,PSPTO1138%2CPSPTO_1138,1250473,1251054,+,lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0N0FK46
PSPTO_RS06020,PSPTO_RS06020,PSPTO1139%2CPSPTO_1139,1251135,1251341,-,hypothetical protein,No COG annotation,A0A0K8LWP6
PSPTO_RS06025,PSPTO_RS06025,PSPTO1140%2CPSPTO_1140,1251599,1252762,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,F3ILY1
PSPTO_RS06030,PSPTO_RS06030,PSPTO1141%2CPSPTO_1141,1252869,1253051,+,CPXCG motif-containing cysteine-rich protein,Function unknown,A0A085UJI8
PSPTO_RS06035,PSPTO_RS06035,PSPTO1142%2CPSPTO_1142,1253051,1253311,+,DUF2007 domain-containing protein,Function unknown,A0A0N8T7A7
PSPTO_RS06040,PSPTO_RS06040,PSPTO1143%2CPSPTO_1143,1253340,1253969,+,SOS response-associated peptidase,Function unknown,A0A099SY13
PSPTO_RS06045,PSPTO_RS06045,PSPTO1144%2CPSPTO_1144,1254153,1254971,+,M48 family metallopeptidase,Cell wall/membrane/envelope biogenesis,A0A099SUY3
PSPTO_RS06050,PSPTO_RS06050,PSPTO1145%2CPSPTO_1145,1255028,1255612,-,TMEM165/GDT1 family protein,Function unknown,A0A099SXG4
PSPTO_RS06055,PSPTO_RS06055,PSPTO1146%2CPSPTO_1146,1255859,1256857,-,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0N0FK97
PSPTO_RS06060,PSPTO_RS06060,PSPTO1147%2CPSPTO_1147,1257094,1257726,+,LysE family transporter,Amino acid transport and metabolism,A0A0N0FXQ6
PSPTO_RS06065,PSPTO_RS06065,PSPTO1148%2CPSPTO_1148,1257917,1259599,+,fatty acid--CoA ligase,Lipid transport and metabolism,A0A0N8QHI2
PSPTO_RS06070,PSPTO_RS06070,PSPTO1149%2CPSPTO_1149,1259909,1261846,+,DUF1302 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0Q0DFP7
PSPTO_RS06075,PSPTO_RS06075,PSPTO1150%2CPSPTO_1150,1261875,1263239,+,DUF1329 domain-containing protein,Function unknown,UPI0006224770
PSPTO_RS06080,PSPTO_RS06080,PSPTO1151%2CPSPTO_1151,1263491,1266223,+,LuxR family transcriptional regulator,Transcription,A0A0Q0C1N9
PSPTO_RS06085,PSPTO_RS06085,PSPTO1152%2CPSPTO_1152,1266241,1267428,-,HD-GYP domain-containing protein,Signal transduction mechanisms,A0A099SUQ2
PSPTO_RS06090,rutF,PSPTO1153%2CPSPTO_1153,1267728,1268270,-,pyrimidine utilization flavin reductase protein F,Coenzyme transport and metabolism,A0A0N8QSS5
PSPTO_RS06095,rutD,PSPTO1154%2CPSPTO_1154,1268283,1269062,-,pyrimidine utilization protein D,Nucleotide transport and metabolism,A0A0N0G250
PSPTO_RS06100,rutC,PSPTO1155%2CPSPTO_1155,1269120,1269503,-,pyrimidine utilization protein C,Energy production and conversion,A0A099SUX6
PSPTO_RS06105,rutB,PSPTO1156%2CPSPTO_1156,1269514,1270254,-,pyrimidine utilization protein B,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0N1JHU5
PSPTO_RS06110,rutA,PSPTO1157%2CPSPTO_1157,1270254,1271336,-,pyrimidine utilization protein A,Nucleotide transport and metabolism,A0A099SXT1
PSPTO_RS06115,rutR,PSPTO1158%2CPSPTO_1158,1271596,1272324,+,pyrimidine utilization regulatory protein R,Transcription,A0A099SUP9
PSPTO_RS06120,PSPTO_RS06120,PSPTO1159%2CPSPTO_1159,1272558,1273649,+,BMP family ABC transporter substrate-binding protein,Function unknown,A0A0N0WWG4
PSPTO_RS06125,PSPTO_RS06125,PSPTO1160%2CPSPTO_1160,1273646,1275157,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0Q0C1P7
PSPTO_RS06130,PSPTO_RS06130,,1275150,1276270,+,ABC transporter permease,Inorganic ion transport and metabolism,
PSPTO_RS06135,PSPTO_RS06135,,1276270,1277196,+,ABC transporter permease,Inorganic ion transport and metabolism,
PSPTO_RS06140,PSPTO_RS06140,PSPTO1164%2CPSPTO_1164,1277310,1277999,+,OmpA family protein,Cell wall/membrane/envelope biogenesis,A0A099SUP5
PSPTO_RS06145,PSPTO_RS06145,,1278328,1279119,+,hypothetical protein,No COG annotation,
PSPTO_RS06150,PSPTO_RS06150,PSPTO1166%2CPSPTO_1166,1279469,1280446,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0
PSPTO_RS06155,PSPTO_RS06155,,1280879,1281163,+,hypothetical protein,No COG annotation,A0A0P9I7C3
PSPTO_RS06160,PSPTO_RS06160,,1281541,1281765,+,hypothetical protein,Function unknown,
PSPTO_RS06165,PSPTO_RS06165,PSPTO1167%2CPSPTO_1167,1281776,1282393,+,DUF1851 domain-containing protein,Function unknown,UPI00062208C0
PSPTO_RS06170,PSPTO_RS06170,,1282477,1282701,+,hypothetical protein,No COG annotation,UPI00039A58C2
PSPTO_RS06175,PSPTO_RS06175,PSPTO1168%2CPSPTO_1168,1282914,1283837,-,acyltransferase,Lipid transport and metabolism,Q887W5
PSPTO_RS06180,pta,PSPTO1169%2CPSPTO_1169,1283902,1285992,-,phosphate acetyltransferase,Energy production and conversion,A0A099SXZ8
PSPTO_RS06185,PSPTO_RS06185,PSPTO1170%2CPSPTO_1170,1286070,1286375,-,DUF3565 domain-containing protein,Inorganic ion transport and metabolism,UPI00018733D8
PSPTO_RS06190,PSPTO_RS06190,PSPTO1171%2CPSPTO_1171,1286390,1286875,+,peptidylprolyl isomerase,Carbohydrate transport and metabolism,A0A0N0FK32
PSPTO_RS06195,PSPTO_RS06195,PSPTO1172%2CPSPTO_1172,1287005,1287493,+,glutathione peroxidase,"Post-translational modification, protein turnover,and chaperones",A0A099SUX0
PSPTO_RS06200,PSPTO_RS06200,PSPTO1173%2CPSPTO_1173,1287676,1288779,+,NADH:flavin oxidoreductase,Energy production and conversion,A0A3M6CJP4
PSPTO_RS06205,PSPTO_RS06205,PSPTO1174%2CPSPTO_1174,1288748,1289959,-,glycosyltransferase family 1 protein,Cell wall/membrane/envelope biogenesis,A0A0Q0D1M3
PSPTO_RS29860,PSPTO_RS29860,,1290039,1290338,-,hypothetical protein,No COG annotation,F3ILU9
PSPTO_RS06215,PSPTO_RS06215,PSPTO1175%2CPSPTO_1175,1290659,1291255,+,hypothetical protein,No COG annotation,A0A3M3AY06
PSPTO_RS06220,PSPTO_RS06220,PSPTO1176%2CPSPTO_1176,1291353,1291697,-,hypothetical protein,No COG annotation,A0A0Q0DA17
PSPTO_RS06225,cysZ,PSPTO1177%2CPSPTO_1177,1291883,1292644,-,sulfate transporter CysZ,Amino acid transport and metabolism,A0A0N0WCH0
PSPTO_RS06230,trxB,PSPTO1178%2CPSPTO_1178,1293002,1293964,+,thioredoxin-disulfide reductase,Energy production and conversion,A0A099SVQ1
PSPTO_RS06235,PSPTO_RS06235,PSPTO1179%2CPSPTO_1179,1294195,1294536,-,HopJ type III effector protein,Function unknown,A0A3M3AHG3
PSPTO_RS06240,PSPTO_RS06240,PSPTO1180%2CPSPTO_1180,1294529,1294825,-,DUF1244 domain-containing protein,Function unknown,A0A0Q0F2F7
PSPTO_RS06245,folX,PSPTO1181%2CPSPTO_1181,1294869,1295240,-,dihydroneopterin triphosphate 2'-epimerase,Coenzyme transport and metabolism,A0A099SXE5
PSPTO_RS06250,folE,PSPTO1182%2CPSPTO_1182,1295240,1295803,-,GTP cyclohydrolase I FolE,Nucleotide transport and metabolism,A0A099SUN6
PSPTO_RS06255,folM,PSPTO1183%2CPSPTO_1183,1295825,1296535,-,dihydromonapterin reductase,Lipid transport and metabolism,A0A0N0WC00
PSPTO_RS06260,PSPTO_RS06260,PSPTO1184%2CPSPTO_1184,1296770,1297342,-,antibiotic biosynthesis monooxygenase,Function unknown,A0A0N0G271
PSPTO_RS06265,PSPTO_RS06265,PSPTO1185%2CPSPTO_1185,1297494,1298099,-,hypothetical protein,No COG annotation,A0A0N0FKA0
PSPTO_RS06270,PSPTO_RS06270,PSPTO1186%2CPSPTO_1186,1298287,1298739,+,flavodoxin,Energy production and conversion,F3ILT8
PSPTO_RS06275,PSPTO_RS06275,PSPTO1187%2CPSPTO_1187,1298852,1299772,+,SDR family oxidoreductase,Lipid transport and metabolism,A0A0Q0BM58
PSPTO_RS06280,PSPTO_RS06280,PSPTO1188%2CPSPTO_1188,1299927,1300904,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0
PSPTO_RS06285,PSPTO_RS06285,,1301162,1301611,+,hypothetical protein,No COG annotation,
PSPTO_RS06290,PSPTO_RS06290,PSPTO1189%2CPSPTO_1189,1301655,1303208,-,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180
PSPTO_RS06295,tnpB,PSPTO1190%2CPSPTO_1190,1303226,1303582,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313
PSPTO_RS06300,PSPTO_RS06300,PSPTO1191%2CPSPTO_1191,1303986,1304789,-,tetratricopeptide repeat protein,Function unknown,A0A099SXY5
PSPTO_RS06305,PSPTO_RS06305,PSPTO1192%2CPSPTO_1192,1304872,1305744,-,hypothetical protein,No COG annotation,A0A0N0FK75
PSPTO_RS06310,PSPTO_RS06310,PSPTO1193%2CPSPTO_1193,1305776,1307740,-,bacteriophage N4 adsorption protein A,"Post-translational modification, protein turnover,and chaperones",A0A0Q0CN94
PSPTO_RS06315,PSPTO_RS06315,PSPTO1194%2CPSPTO_1194,1307737,1309857,-,glycosyl transferase family protein,Cell wall/membrane/envelope biogenesis,A0A0Q0BV44
PSPTO_RS06320,PSPTO_RS06320,PSPTO1195%2CPSPTO_1195,1309870,1312083,-,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,Function unknown,A0A0Q0BIB0
PSPTO_RS06325,wecB,PSPTO1196%2CPSPTO_1196,1312251,1313501,-,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Cell wall/membrane/envelope biogenesis,A0A099SXY1
PSPTO_RS06330,PSPTO_RS06330,PSPTO1197%2CPSPTO_1197,1314205,1314471,-,YebG family protein,Function unknown,A0A0N0G266
PSPTO_RS06335,PSPTO_RS06335,PSPTO1200%2CPSPTO_1200,1314899,1315387,+,phosphate-starvation-inducible PsiE family protein,Function unknown,Q887T6
PSPTO_RS06340,PSPTO_RS06340,PSPTO1201%2CPSPTO_1201,1315456,1315788,-,YXWGXW repeat-containing protein,Function unknown,A0A099SUM5
PSPTO_RS06345,PSPTO_RS06345,PSPTO1202%2CPSPTO_1202,1316033,1316365,-,DUF3509 domain-containing protein,Function unknown,A0A099SVP1
PSPTO_RS06350,PSPTO_RS06350,PSPTO1203%2CPSPTO_1203,1316530,1317072,+,sigma-70 family RNA polymerase sigma factor,Transcription,A0A0Q0BKP6
PSPTO_RS06355,PSPTO_RS06355,PSPTO1204%2CPSPTO_1204,1317069,1318031,+,FecR family protein,Inorganic ion transport and metabolism,A0A0Q0BV56
PSPTO_RS06360,PSPTO_RS06360,PSPTO1205%2CPSPTO_1205,1318123,1318551,-,HPF/RaiA family ribosome-associated protein,"Translation, ribosomal structure and biogenesis",A0A099SXD3
PSPTO_RS06365,PSPTO_RS06365,PSPTO1206%2CPSPTO_1206,1318800,1321301,+,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,Q887T0
PSPTO_RS06370,PSPTO_RS06370,PSPTO1207%2CPSPTO_1207,1321452,1323800,-,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,A0A0P9VQN2
PSPTO_RS06375,PSPTO_RS06375,PSPTO1208%2CPSPTO_1208,1324328,1325305,-,FecR family protein,Inorganic ion transport and metabolism,A0A0P9TI90
PSPTO_RS06380,PSPTO_RS06380,PSPTO1209%2CPSPTO_1209,1325302,1325805,-,sigma-70 family RNA polymerase sigma factor,Transcription,A0A0N0WC86
PSPTO_RS06385,PSPTO_RS06385,PSPTO1210%2CPSPTO_1210,1326007,1326351,+,DUF3649 domain-containing protein,Function unknown,A0A0N0FKD3
PSPTO_RS06390,PSPTO_RS06390,PSPTO1211%2CPSPTO_1211,1326372,1327913,+,PepSY domain-containing protein,Function unknown,UPI000621E181
PSPTO_RS06395,PSPTO_RS06395,PSPTO1212%2CPSPTO_1212,1327913,1328245,+,DUF3325 domain-containing protein,Function unknown,Q887S4
PSPTO_RS06400,PSPTO_RS06400,PSPTO1213%2CPSPTO_1213,1328234,1329109,-,helix-turn-helix transcriptional regulator,Transcription,A0A099SXX2
PSPTO_RS06405,PSPTO_RS06405,PSPTO1214%2CPSPTO_1214,1329246,1330148,+,DMT family transporter,Amino acid transport and metabolism,A0A099SUU0
PSPTO_RS06410,PSPTO_RS06410,PSPTO1215%2CPSPTO_1215,1330200,1331174,-,D-glycerate dehydrogenase,Energy production and conversion,A0A0Q0CNA0
PSPTO_RS06415,PSPTO_RS06415,PSPTO1216%2CPSPTO_1216,1331262,1332209,-,LysR family transcriptional regulator,Transcription,A0A099SUL5
PSPTO_RS06420,PSPTO_RS06420,PSPTO1217%2CPSPTO_1217,1332394,1333890,+,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,A0A0Q0D7W8
PSPTO_RS06425,PSPTO_RS06425,,1333887,1336068,+,FUSC family protein,Function unknown,
PSPTO_RS06430,PSPTO_RS06430,PSPTO1219%2CPSPTO_1219,1336058,1336258,+,DUF1656 domain-containing protein,Function unknown,A0A099SUT5
PSPTO_RS06435,PSPTO_RS06435,PSPTO1220%2CPSPTO_1220,1336284,1337144,+,HlyD family secretion protein,Defense mechanisms,A0A0Q0CZV6
PSPTO_RS06440,PSPTO_RS06440,,1337209,1337682,-,TIGR03756 family integrating conjugative element protein,Function unknown,
PSPTO_RS06445,PSPTO_RS06445,PSPTO1221%2CPSPTO_1221,1338122,1338751,+,LysE family translocator,Amino acid transport and metabolism,A0A0Q0BKQ7
PSPTO_RS06450,PSPTO_RS06450,,1338902,1339393,+,hypothetical protein,No COG annotation,A0A0Q0F0A4
PSPTO_RS06455,PSPTO_RS06455,,1339371,1339644,+,SDR family oxidoreductase,Lipid transport and metabolism,
PSPTO_RS06460,PSPTO_RS06460,PSPTO1222%2CPSPTO_1222,1340118,1340312,+,hypothetical protein,Defense mechanisms,A0A0Q0CZW9
PSPTO_RS06465,PSPTO_RS06465,PSPTO1223%2CPSPTO_1223,1340384,1341202,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0Q0BKP1
PSPTO_RS06470,PSPTO_RS06470,PSPTO1224%2CPSPTO_1224,1341219,1341683,-,hypothetical protein,No COG annotation,A0A099SUT2
PSPTO_RS06475,PSPTO_RS06475,,1341888,1343507,+,RHS repeat protein,Cell wall/membrane/envelope biogenesis,
PSPTO_RS06480,tnpB,PSPTO1226%2CPSPTO_1226,1343599,1343955,+,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313
PSPTO_RS06485,PSPTO_RS06485,PSPTO1227%2CPSPTO_1227,1343973,1345526,+,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180
PSPTO_RS06490,PSPTO_RS06490,,1345578,1346540,+,RHS repeat protein,Cell wall/membrane/envelope biogenesis,
